great, P, -0.005874039377216011, 0.00010497370900727711
skill, P, -0.0019306629925274913, 0.21653041647154678
learn, P, -0.00244596573779559, 0.10665675352711111
manner, P, -0.0006714873793648201, 0.5902786005954754
attend, P, 0.001892318574787233, 0.08860241502753698
task, P, -0.0031311809603999387, 0.0027556421845877726
rapidly, P, -0.0007443603735233223, 0.47665948304620875
internship, P, -0.001245405659687459, 0.05911475716597017
history, P, -0.00155172998433848, 0.14866406163870588
lot, P, 0.0001356053417094805, 0.8536027993390037

execute, P, -0.0008050720214762162, 0.4875598170050962
complicate, P, 0.00021733311018036467, 0.8469822058025767
developed, P, -0.005589759349703351, 1.933996468707056e-05
follow, P, -0.0012727630062676354, 0.28646798135484813
ability, P, 0.0010457788079891524, 0.4797023435471651
information, P, -8.893421368507877e-05, 0.9518591446211181
knowledge, P, -0.0032888429005934468, 0.002553913898749692
understand, P, -0.0010960941669030657, 0.4208160374074169
effectively, P, -0.004552025679703599, 0.0008561928255264777
proactive, P, -0.000914838250627823, 0.44109522301224613
relationship, P, -0.0011294259440783648, 0.32193314447384697
illness, P, -0.0015322114468116284, 0.09955092787210983
base, P, -0.0014383520620474134, 0.23463380067935669
news, P, -0.0005455679704516082, 0.5311284266622658
make, P, -0.0007201637850213444, 0.5866198582922352

change, P, 0.0009870943331467558, 0.4222423280775188
multiple, P, 0.0002200263917061393, 0.8771365557848025
round, P, -0.00045236796334142276, 0.7469468973400303
highly, P, 0.0038702283361127412, 0.016097636925860918
possess, P, -0.001152398709486602, 0.2550061438971439
extremely, P, 0.00027582881485293615, 0.8381505145468284
primary, P, -0.001499784748206963, 0.18359839823150578
diagnostic, P, -0.0003720195595843636, 0.7813650060945692
thought, P, -0.00047188104870947195, 0.6767559097385883
deliver, P, -0.002948929462730349, 0.019302349089139668
job, P, -0.002365497843946564, 0.08525683042425494
time, P, -0.002946898458314468, 0.044433463143391194
incorporate, P, -0.004993089772769978, 0.0003506182807078877
good, P, -0.006704323039345884, 4.563108727299378e-08
know, P, 0.0005008893078333931, 0.6113995862842572
read, P, 0.0006385380958302051, 0.5695485041382186
thospital, P, -0.00282259147293221, 0.014593907319620916
believe, P, -0.00017924758544917406, 0.6557910184543316
reason, P, 7.642757977232209e-05, 0.9502462040432993
progress, P, -0.00047460533300536917, 0.5923238492324856
navigate, P, -0.00095712746983369, 0.42047584711406827
growth, P, -0.003360234582389053, 0.0006791109101688414
quickly, P, -0.0012358338189706383, 0.31300925092734383
daily, P, -0.001249065423510423, 0.3055077621835117
sociocultural, P, -0.0007539099324342158, 0.45939197571662405
social, P, -0.0013631408846446241, 0.2605354006339277
coordinate, P, 0.00012545318222484942, 0.9175920478754938
question, P, -0.001691052819887099, 0.23353712154643652
rapport, P, -0.002980566654968219, 0.007932630172068248
tmedical, P, -0.0009099126407063501, 0.4313274449852965
case, P, 0.0012592275173628322, 0.22045972026918562
year, P, 0.0018983954966424414, 0.040853714089442064
appropriately, P, -0.0037927238823246487, 0.003690622123663368
life, P, -0.0009206693393899283, 0.35451435240662965
factor, P, -0.002245144121037267, 0.05926780663437854
tpatient, P, -7.177647647206432e-05, 0.958581585037902
improve, P, -0.004171930046121267, 0.0004318949366292622
exa, P, -0.0005690862484508012, 0.5983638153206189
update, P, -0.0026304378747945777, 0.02956821384507495
accurately, P, -0.0016728045164686074, 0.08331884358135903
observe, P, 0.0003811664816430597, 0.5117709989378841
thoughtful, P, -0.0002944532111362634, 0.8305738014332
way, P, -0.00026316057610216437, 0.8328674345190279
multidisciplinary, P, 3.8650546912614146e-05, 0.9675593951624185
condition, P, -0.0013156027245262202, 0.25285004883697876
student, P, 0.0010641983124800038, 0.5394044089121887
experienced, P, 0.0008067892381148935, 0.29628474444435804
consistently, P, -0.0005525713845182163, 0.692894079742226

strong, P, -0.005132696616362068, 0.0005975407096900665
work, P, -0.0010607245039179697, 0.4749799287805655
independently, P, 0.0023965873862741506, 0.04232058627927383
schema, P, -0.0010720429904953095, 0.2944065459283045

cancer, P, -3.399178669162323e-06, 0.9972347649042153

clear, P, -0.00030038783132953824, 0.8299051330798601
rexxent, P, -0.0004574133446341509, 0.7526163839606798

xx, P, -0.00014092533881288874, 0.8734371545487063
tcare, P, -0.005245181847048296, 2.8354129222160512e-05
clinically, P, -0.00014876694322184508, 0.863405693944093
organize, P, -0.001794177516573497, 0.1684809550830923
independent, P, 0.0005924120737447957, 0.5944365819018622
felt, P, 0.0005286281649796768, 0.5659459608461113

patientcentered, P, -0.002983297029064386, 0.009997796663552556
challenge, P, 0.0007240193472710807, 0.5478232961260626
contribute, P, 0.00017696008815118472, 0.871359224938988

apply, P, -0.0023072551325022317, 0.05421943467763944
valuable, P, 0.00014225340747666597, 0.8476837131325669
help, P, -0.0016823867073481923, 0.21177623223764586
member, P, -0.0026678056127207475, 0.0716760630091456
function, P, 0.00857996222914197, 1.1983158177941306e-14
include, P, -0.002480447949266938, 0.07243573917346018
clearly, P, -0.0006834897182693632, 0.5870699960235473
proble, P, -0.0009829649177767357, 0.5254506869833868

differential, P, 0.0001653929849311343, 0.8862072754464358
