great, P, -0.0020910213545402992, 0.4659909114585652
skill, P, -0.000860954442123743, 0.7643079578552313
learn, P, 0.0009545198193033984, 0.7343969788569896
manner, P, 0.002203839166590992, 0.34196868763239907
attend, R, 0.0034846730475920863, 0.09801687037615132
task, P, 0.0014237992826347098, 0.4613907294545434
rapidly, R, 0.0017264643083212295, 0.37270027516862203
internship, P, 0.00025371380678152356, 0.8359450343672856
history, P, -0.0011205978073608631, 0.5822234165368801
lot, R, -0.00021427089606750223, 0.8755813215432295

execute, P, 0.0023822846659499824, 0.26818431653387587
complicate, R, -0.0006607650764226128, 0.7556573802507816
developed, P, 0.0007052772809691606, 0.770926905251599
follow, R, -0.0013351949426566433, 0.5511699224963251
ability, P, 0.0004017216902440237, 0.8847675576538605
information, P, 0.004488376130469226, 0.10146598022311991
knowledge, P, -0.0018725621299033198, 0.3511390603633112
understand, P, 0.0007306191182840119, 0.7736515175523972
effectively, P, -0.001435738807395808, 0.5852936308008629
proactive, P, -0.00015311413895797152, 0.9450336485367519
relationship, R, 0.0008648401697175899, 0.6838655424296435
illness, R, 0.002168343674012631, 0.21444023431208312
base, P, 0.00019425524953263907, 0.9314121490149061
news, R, 0.0030644760010158116, 0.05247390305766422
make, P, 0.004624530696063661, 0.05978221214124028
alex, R, 0.001381489961256371, 0.5696122299387325
change, R, 0.0019113888044216356, 0.4080816676510802
multiple, P, 0.005228858297637761, 0.05436191305201424
round, P, 0.004368592038449464, 0.09501837396826415
highly, P, -0.0010660960826416657, 0.7219416016565665
possess, P, 0.00017498512281228726, 0.9268672913194681
extremely, P, -0.0014685485641033253, 0.5565170779171827
primary, P, -0.002511981752422645, 0.22785665188825033
diagnostic, P, 0.00018016429247767857, 0.941800378961857
thought, P, 0.0006156167128908406, 0.7809862662357097
deliver, P, 0.0028148297387884345, 0.2297161934197139
job, P, -8.638413501250585e-05, 0.9732065121501832
time, P, -0.0003351879808160356, 0.9021554942324491
incorporate, P, 0.0031344339668227515, 0.22714859661838382
good, P, -0.00019974910910835152, 0.934846887423495
know, R, -3.5384951969034484e-05, 0.9848102742143535
read, R, 0.0005498654526805368, 0.7911917200080937
thospital, R, -6.818316268544799e-05, 0.9750561545534517
believe, R, 0.0007343054330741326, 0.3216895003532758
reason, P, 0.0009625688173816317, 0.6694197902541412
progress, R, 0.0027746971438871158, 0.0842529859068302
navigate, R, 0.0024378009853668068, 0.27134513134904714
growth, R, 0.002824927611077856, 0.134175665537208
quickly, P, -0.0008134142632273771, 0.71992580507071
daily, R, 0.00019987520041560465, 0.9259998865058637
sociocultural, R, 0.0023705206735326508, 0.20626218255117648
social, P, -0.001380356328232107, 0.5396066716062562
coordinate, P, 0.000677088436752211, 0.762218490684544
question, P, 0.0025880453007341973, 0.32239100420606537
rapport, P, 0.0033449277257170604, 0.10639703495271188
tmedical, R, 0.0028896241862043535, 0.18277465520307548
case, R, 0.0025598620181852155, 0.18643848793716733
year, R, 0.001064841261279662, 0.5498034179735771
appropriately, P, 0.0008252494215739154, 0.7341245533073291
life, R, 0.0015079978396438016, 0.40739747668796655
factor, R, 0.002693924653940768, 0.21227599553260054
tpatient, P, -5.1451115871181566e-05, 0.9840714092492617
improve, P, -0.0002518785401471426, 0.9101196423026623
exa, P, 0.0028203390301850635, 0.15779089385272768
update, P, 3.000194301057543e-05, 0.9893059288391748
accurately, R, 0.0011711974844583499, 0.5235515453240864
observe, R, 0.0014877034329703208, 0.17745510935389175
thoughtful, P, 0.0029326187978712843, 0.25705435180153074
way, P, -0.0005891495345284794, 0.8022404949975523
multidisciplinary, R, 0.000732216317441268, 0.6794289761172746
condition, R, 0.004422584087438008, 0.03636105175406873
student, P, 0.005643199180577136, 0.07999675363745912
experienced, R, 0.0022294208815189045, 0.12379812368340708
consistently, P, 0.0015608356641879594, 0.553917533180794
fit, R, 0.0015956135650355232, 0.22256293455701917
strong, P, -0.0015045857934814833, 0.5861781061729966
work, P, 0.001197676062245333, 0.6637904310250718
independently, P, 0.0015542821750749094, 0.48852211131098455
schema, R, 0.0025403867492460397, 0.1745206529291028
amaze, R, 0.002459072115364963, 0.018790253788050475
cancer, R, 0.0039628614840960304, 0.030787245594965

clear, P, 0.0006511026706618695, 0.8029594368334653
rexxent, P, 0.004123434633335631, 0.12664907420378543
program, R, 0.0023220732356031694, 0.07271080411667528
xx, R, 0.0028527416055383016, 0.07816192513440919
tcare, P, 0.00043957553167194024, 0.8531037631965896
clinically, R, 0.0023803533371441555, 0.13719999961948356
organize, P, 0.0025879568071477017, 0.2843648266745089
independent, P, 0.003941244848266753, 0.06304814343101577
felt, R, 0.0006184677226588664, 0.716383674797354
tinpatient, R, 0.0019224642189347202, 0.06664490236620939
patientcentered, R, -0.00018592031664643716, 0.931827007632489
challenge, P, -0.002403297300012181, 0.28463910989394575
contribute, R, 0.0011278501340624145, 0.57698079086206

apply, P, -0.0011650623593829816, 0.6103896589548853
valuable, R, 0.0030972775735030856, 0.02255109327699493
help, P, -0.0032425990672906185, 0.20072379896198464
member, P, 0.001403350641228716, 0.604534991073811
function, P, 0.0038302467693554013, 0.06377695800806976
include, P, 0.004232258300631375, 0.10119261777938235
clearly, P, 0.0017704607865590212, 0.4462523078356815
proble, P, -0.00041913753345475675, 0.883499291296564
