member, P, 210235826014.64313, 0.15577030313073645
diagnosis, P, -82936995136.11008, 0.5586612231960355
manage, P, 145009440176.9714, 0.28948371954831886
service, P, -30137263216.74331, 0.8056089030931256
displayed, P, -67156622180.285095, 0.657760425017132
effectively, P, -61622678177.24464, 0.6506074560362567
tfamily, P, -10283978674.377268, 0.903194778572699

task, P, 60151047177.01293, 0.5641202604668758
intern, P, -41621471609.88557, 0.7358012127492606
professional, P, 78451346388.20398, 0.5158210416462122
communication, P, 40735558451.14657, 0.7457888702875912
rexxent, P, -60105564234.670395, 0.6785631149684057
operate, P, -7927152554.81045, 0.9340661351271448
need, P, -72192497039.787, 0.589122734672834
job, P, 404715455701.0072, 0.0034066586082632084
case, P, 235973775348.2867, 0.022069120969638856
factor, P, -49419303284.36729, 0.6775412989400831
demonstrate, P, 181004407581.95142, 0.2292274937361902
make, P, -70464942004.96938, 0.5944956666138244
identify, P, 254692744753.4865, 0.059721129598754405
update, P, 76237060201.69531, 0.5275817233096961
deliver, P, 148155602263.41302, 0.23935894640926458
presentation, P, 68774385857.87315, 0.4846963253989197
medicine, P, -79249634738.93083, 0.47542356718209455
level, P, -54284673920.08432, 0.6893386036574692
appropriate, P, -75035259106.23581, 0.5830902854892623
team, P, -18011054463.698933, 0.8930938325787497
learn, P, -88225885062.67036, 0.5601503365503376
note, P, 142543609389.35162, 0.3317009634559609
fund, P, 110934433265.76465, 0.33137024845613006
prioritize, P, -80016412307.96921, 0.5551812813829207
tteam, P, 459405882959.16504, 0.001955788434008068
history, P, 15506503610.376078, 0.8850984878125272

skill, P, 150770666416.31332, 0.3343165215359257

student, P, 182841857806.687, 0.2917750171152848
act, P, 2225714868.2985244, 0.9735355935384431
ability, P, 119867231225.8466, 0.4177283541376635
understand, P, -67099754006.823456, 0.6219086159551236
feedback, P, -100769251975.16139, 0.29947510803951616
outstanding, P, 289606979447.33105, 0.05273439801714507
question, P, -69644409618.81596, 0.6233756728316436
diagnostic, P, -44641879595.35889, 0.7389336351302256
management, P, -55780807546.8581, 0.7081005701956334
integrate, P, 334571736693.07965, 0.008457424782168411
clinical, P, -103193982880.21402, 0.5324258305340068
tpatients, P, -49827978234.560936, 0.715249401348087
include, P, 208413525751.68362, 0.13137644718532632
communicate, P, -79392723123.40195, 0.5501921644617039

great, P, 360553574176.94135, 0.017287098817078204
able, P, -155150270725.5891, 0.3959711326305526
discharge, P, 78205828302.41455, 0.56115211164706
independently, P, 106656308764.69768, 0.3656664046484098
tcare, P, -71511243649.32141, 0.5661843338967322
progress, P, -16526815610.807835, 0.8519674424846413
issue, P, 136326800731.35269, 0.3469440554792721
developed, P, 67120567821.59291, 0.6060169434302152
felt, P, -16054600925.228754, 0.861492811354901

